titulo,texto,pontuacao_comentario,categoria
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.56,Supermercados
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.56,Supermercados
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.56,Supermercados
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.56,Supermercados
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.56,Supermercados
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.56,Supermercados
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.56,Supermercados
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.56,Supermercados
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.56,Supermercados
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.56,Supermercados
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.56,Supermercados
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.56,Supermercados
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.56,Supermercados
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.56,Supermercados
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.56,Supermercados
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.56,Supermercados
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.56,Supermercados
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.56,Supermercados
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.56,Supermercados
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.56,Supermercados
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.56,Supermercados
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.56,Supermercados
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.56,Supermercados
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.56,Supermercados
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.56,Supermercados
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.56,Supermercados
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.56,Supermercados
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.56,Supermercados
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.56,Supermercados
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.56,Supermercados
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.56,Supermercados
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.56,Supermercados
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.56,Supermercados
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.56,Supermercados
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.56,Supermercados
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.56,Supermercados
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.56,Supermercados
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.56,Supermercados
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.56,Supermercados
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.56,Supermercados
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.56,Supermercados
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.56,Supermercados
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.56,Supermercados
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.56,Supermercados
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.56,Supermercados
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.56,Supermercados
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.56,Supermercados
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.56,Supermercados
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.56,Supermercados
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.56,Supermercados
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.56,Supermercados
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.56,Supermercados
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.56,Supermercados
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.32,Financeiras
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.32,Financeiras
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.32,Financeiras
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.32,Financeiras
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.32,Financeiras
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.32,Financeiras
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.32,Financeiras
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.32,Financeiras
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.32,Financeiras
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.32,Financeiras
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.32,Financeiras
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.32,Financeiras
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.32,Financeiras
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.32,Financeiras
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.32,Financeiras
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.32,Financeiras
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.32,Financeiras
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.32,Financeiras
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.32,Financeiras
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.32,Financeiras
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.32,Financeiras
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.32,Financeiras
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.32,Financeiras
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.32,Financeiras
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.32,Financeiras
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.32,Financeiras
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.32,Financeiras
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.32,Financeiras
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.32,Financeiras
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.32,Financeiras
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.32,Financeiras
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.32,Financeiras
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.32,Financeiras
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.32,Financeiras
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.32,Financeiras
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.32,Financeiras
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.32,Financeiras
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.32,Financeiras
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.32,Financeiras
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.32,Financeiras
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.32,Financeiras
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.32,Financeiras
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.32,Financeiras
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.32,Financeiras
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.32,Financeiras
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.32,Financeiras
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.32,Financeiras
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.32,Financeiras
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.32,Financeiras
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.32,Financeiras
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.32,Financeiras
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.32,Financeiras
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.32,Financeiras
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.32,Financeiras
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.32,Financeiras
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.32,Financeiras
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.32,Financeiras
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.32,Financeiras
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.32,Financeiras
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.32,Financeiras
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.32,Financeiras
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.32,Financeiras
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.32,Financeiras
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.32,Financeiras
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.32,Financeiras
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.32,Financeiras
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.32,Financeiras
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.32,Financeiras
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.32,Financeiras
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.32,Financeiras
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.32,Financeiras
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.32,Financeiras
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.32,Financeiras
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.32,Financeiras
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.32,Financeiras
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.32,Financeiras
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.32,Financeiras
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.32,Financeiras
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.32,Financeiras
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.32,Financeiras
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.32,Financeiras
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.32,Financeiras
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.32,Financeiras
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.32,Financeiras
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.32,Financeiras
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.32,Financeiras
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.32,Financeiras
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.32,Financeiras
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.32,Financeiras
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.32,Financeiras
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",6.32,Financeiras
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",6.32,Financeiras
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,6.32,Financeiras
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",6.32,Financeiras
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",6.32,Financeiras
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",6.32,Financeiras
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",6.32,Financeiras
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",6.32,Financeiras
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",6.32,Financeiras
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",6.32,Financeiras
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",0.0,Entrega
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",0.0,Entrega
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,0.0,Entrega
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",0.0,Entrega
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",0.0,Entrega
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",0.0,Entrega
Injustiça,"Boa noite como nois já sabemos o entregador é o elo mais fraco da corrente,sendo assim muitas das vezes injustiçado, essa sem...",0.0,Entrega
Pedido veio revirado e IFood ignorou minha solicitação,"Dia 08/10 realizei um pedido no ifood pelo restaurante McDonald's o pedido chegou completamente revirado, a coca abriu mo...",0.0,Entrega
Reembolso negado,"Comprei um lanche no bobs retiro em volta redonda, O entregador foi ao endereço errado e cancelaram meu pedido, e não me reem...",0.0,Entrega
Pedido errado,"Fiz um pedido no dia 10/10 de um combo, porém meu pedido veio errado, número do meu pedido era 107 e veio o hambúrguer do ped...",0.0,Entrega
Me [Editado pelo Reclame Aqui],"Pedir um açaí, e a loja entregou pra outra pessoa, tentei reclamar pro iFood, nada de falar comigo. Perdir 30 reais.Din...",0.0,Entrega
Dinheiro Desabilitado Na Conta Nova,"Boa noite, tudo bem? A minha conta ela é nova e a função dinheiro está desabilitado, vocês poderiam habilitar pra mim? Seria ...",0.0,Entrega
Pedido foi entregue faltando e o ifood não quer devolver meu dinheiro.,Fiz um pedido de um pack com 8 garrafas de água mineral sem gás.Quando recebi o pedido veio apenas 1 unidade de garrafa...,0.0,Entrega
Divergência inexistente no cadastro,"Estou a 2 dias tentando fazer o cadastro como parceiro na plataforma Ifood, com todos os documentos regularizados, dados atua...",0.0,Entrega
Falta de suporte ao cliente,"Todas as minhas últimas entregas chegaram em atraso, algumas com mais de HORA de atraso.Tentei solucionar, pedindo inte...",0.0,Entrega
Saldo de carteira,"Fiz uma compra , o estabelecimento não tinha todos os itens, fizeram o reembolso, porém o saldo foi para o saldo de carteira ...",0.0,Entrega
